index,fips,state,county_name,health_outcomes_r,health_factors_r,length_life_r,quality_life_r,yppl,%poor_fair_health,%adult_obesity,food_environment_index,graduation_cohort,graduation_rate,%some_college,life_expectancy,%diabetes,%food_insecure,%limited_access,household_income,%lunch_aid,%african_american,%american_indian,%asian,%pacific_islander,%hispanic,%white,year
32,36065,New York,Oneida,55,40,48,57,7265.0456208,15.578208101,33.1,8.0,2685.0,83.724394786,60.892446816,78.360015184,13.8,12.2,4.1940937456,54096,53.530405889,6.1208222078,0.3480313795,4.1611311238,0.0710001437,6.0615828241,81.563919731,2020
33,36067,New York,Onondaga,43,21,34,51,6621.7243811,14.314364855,29.5,8.1,5617.0,84.084030621,71.928058697,79.457381277,10.8,12.2,3.7526292134,59786,47.794128001,10.910354714,0.930038176,3.8825575075,0.0537018551,5.0730929887,76.628866046,2020
34,36069,New York,Ontario,13,8,20,6,6165.9640498,13.29013551,33.0,8.5,1264.0,89.873417722,73.583076988,79.79302221,11.1,9.0,5.2930531233,62930,36.235628472,2.2564261268,0.364086507,1.3143522901,0.040959732,5.0216631472,89.669955581,2020
35,36071,New York,Orange,11,26,17,10,5849.3994098,14.879560461,30.4,8.7,4981.0,86.970487854,62.259180535,80.156092955,9.7,8.5,4.9523353575,75048,42.550837371,10.397668811,0.8461818401,2.9480221285,0.1144125817,20.953211276,63.549251082,2020
36,36073,New York,Orleans,54,50,53,50,7556.2424868,15.715649847,38.1,8.0,468.0,89.316239316,53.297682709,77.654237575,15.5,11.8,5.556703653,52658,50.904977376,5.9391312912,0.7953314291,0.5934206638,0.0541711809,4.9443514232,86.245444696,2020
37,36075,New York,Oswego,49,60,50,45,7397.3923193,15.364286313,34.1,8.0,1586.0,84.047919294,58.9048632,78.06781619,12.1,12.5,3.5251625617,53745,51.969204986,0.9610001866,0.4800759979,0.6692225483,0.0330794416,2.6785865748,93.868428642,2020
38,36077,New York,Otsego,19,17,23,16,6268.5584957,14.801657965,29.6,7.8,587.0,86.371379898,63.773320487,79.846838472,9.7,11.1,9.1166193029,54321,45.091709464,2.0385278415,0.2560712313,1.4795226698,0.0669467271,3.7958794289,91.104453631,2020
39,36079,New York,Putnam,4,2,6,5,4830.5589206,11.980604521,23.2,9.3,1253.0,92.976855547,69.237391817,82.489352829,6.3,4.6,5.5641290842,100887,21.644929086,2.7767665736,0.4499858431,2.2610524613,0.0687618816,15.8202888,77.856651701,2020
40,36081,New York,Queens,7,20,4,41,4306.4080914,18.510358646,23.3,8.7,19467.0,77.854831253,64.572619674,83.848645714,10.9,10.5,0.0320444138,68432,73.371432119,17.957432207,1.3245829358,26.823133556,0.2319095215,28.066624951,25.0274035,2020
41,36083,New York,Rensselaer,32,16,31,40,6570.3862422,15.017202048,30.3,8.2,1636.0,86.491442543,71.416224225,78.976954917,8.8,11.1,4.2813715275,71084,45.255079451,6.9392004616,0.3424442744,2.7928651171,0.0533109218,5.2319965881,82.764265375,2020
42,36085,New York,Richmond,21,19,12,43,5567.4136028,15.421365895,27.5,9.1,4707.0,79.689823667,68.705073867,80.854809112,11.0,8.6,0.1720707818,79719,58.963632042,9.4321673152,0.6432455022,10.182095388,0.1121427026,18.666929873,60.295183114,2020
43,36087,New York,Rockland,3,7,5,11,4356.6163647,17.251215541,23.2,8.7,3248.0,84.544334975,63.714802235,83.165515893,8.1,8.9,3.3375869996,88960,42.021972596,11.402999739,0.5385406592,6.2905479052,0.1314112897,18.065674941,62.834860836,2020
44,36089,New York,St. Lawrence,44,56,33,53,6605.4919964,17.597749011,32.9,7.6,1037.0,84.763741562,58.890463657,79.103150129,10.8,13.2,6.7875167022,49356,52.080344333,2.2869677085,0.9958629115,1.1393190001,0.0694142364,2.3924773478,91.925736022,2020
45,36091,New York,Saratoga,2,4,7,1,4949.6424967,11.119186607,25.9,8.9,2742.0,90.919037199,77.796040749,80.997024954,9.0,7.8,3.9844301672,83210,23.512395409,1.7361608947,0.2372231853,2.9522555754,0.0434474698,3.3537101967,90.124390106,2020
46,36093,New York,Schenectady,38,24,37,39,6796.9333297,14.694712837,29.6,8.2,1764.0,77.83446712,67.417637528,78.962433227,9.9,10.8,5.7252231037,63297,48.739193084,10.824589636,0.7087222401,4.91535243,0.2162858062,7.3691663985,73.163179916,2020
47,36095,New York,Schoharie,22,31,19,24,6061.3445057,14.795112086,36.0,8.1,339.0,82.890855457,59.722436392,80.671468602,12.0,10.7,6.9357969837,57757,50.845410628,1.2766504808,0.282985497,0.7846416053,0.0321574428,3.3443740554,93.050776602,2020
48,36097,New York,Schuyler,34,46,44,22,7035.7094454,15.251774835,32.2,8.3,126.0,89.682539683,53.66902834,78.105523704,11.1,11.4,3.0344098047,50190,50.708215297,0.9546672622,0.390799464,0.630861992,0.0223313979,1.8646717285,94.89169272,2020
49,36099,New York,Seneca,48,45,62,15,8160.3088378,14.648918122,38.2,8.2,351.0,82.621082621,50.972580267,77.527103057,12.6,10.3,5.9773752186,54184,52.734177215,4.9271137026,0.5072886297,0.8163265306,0.0087463557,3.5160349854,88.781341108,2020
50,36101,New York,Steuben,37,36,40,36,6916.9195468,15.951044257,33.7,8.3,1236.0,86.488673139,61.35035512,78.718065304,13.3,11.6,2.9632965533,54862,48.619047619,1.488579899,0.3100338219,1.5459935697,0.0292287778,1.7004885381,93.606204852,2020
51,36103,New York,Suffolk,14,6,14,17,5813.7858882,13.071133222,24.6,9.3,20346.0,89.560601592,67.067068207,80.675227241,8.1,5.5,3.904545105,100075,35.891165701,7.3924459841,0.6137359369,4.1896086201,0.0959426586,19.775260568,67.190378997,2020
52,36105,New York,Sullivan,60,51,61,56,8084.84768,17.142862867,32.5,8.3,742.0,78.436657682,52.881786188,77.936071285,11.9,10.7,4.6694307833,51985,57.282369001,8.1618056107,0.7496887335,1.7391189171,0.0728496119,16.621632361,71.234999603,2020
53,36107,New York,Tioga,16,27,16,19,5846.2989589,13.690149893,34.9,8.6,612.0,86.928104575,61.310248011,80.444169556,12.6,9.7,2.7423352026,60309,50.484020687,0.8669686985,0.2594728171,0.7990115321,0.0432454695,2.1478583196,94.709637562,2020
54,36109,New York,Tompkins,10,5,10,20,5338.4002532,13.56594945,22.7,7.7,892.0,82.735426009,81.354493762,80.697118074,5.3,13.4,5.3615965538,57383,39.98057052,3.9788701565,0.4669578668,10.603834891,0.0651795356,5.3233196813,76.992596772,2020
55,36111,New York,Ulster,30,29,28,33,6534.0908606,15.933837753,28.4,8.1,1842.0,86.210640608,63.938493224,79.816942045,8.2,10.0,8.1205790059,63073,46.262213133,6.0750620104,0.4462510988,2.0750396139,0.0515120465,10.517976025,78.897978152,2020
56,36113,New York,Warren,26,9,32,18,6571.3310731,12.7212378,30.5,8.5,753.0,88.446215139,66.011255471,79.25264643,8.9,9.7,3.869492751,56694,40.219629375,1.2075001945,0.3112113903,0.9134054306,0.0373453668,2.7090951529,93.543919707,2020
57,36115,New York,Washington,41,38,42,37,6949.619936,14.258736206,33.6,8.4,690.0,79.565217391,55.048418772,78.567356812,12.4,10.5,4.2864428929,55913,46.449937916,2.9396865859,0.3284474729,0.5588509241,0.0343154076,2.8498128993,92.297008023,2020
58,36117,New York,Wayne,40,33,45,26,7146.8660444,15.446683599,36.3,8.6,1164.0,87.199312715,64.357821089,78.694902337,12.1,9.8,3.4889268891,61118,46.736885584,2.80245159,0.4163705809,0.6961716113,0.0410818973,4.4734855214,89.82945461,2020
59,36119,New York,Westchester,5,3,2,23,4257.6513773,14.801188782,20.7,9.1,11163.0,89.554779181,71.893479755,83.505387086,7.6,7.7,1.379185291,94521,36.182755095,13.804293456,0.9564784232,6.4355340777,0.1322844281,25.14034551,53.088117965,2020
60,36121,New York,Wyoming,18,28,25,9,6456.0095038,13.954072078,37.9,8.2,339.0,93.805309735,55.188174657,78.742583505,12.3,10.5,6.0666590039,57709,43.360071301,5.119121866,0.4440563802,0.5638019209,0.0299363852,3.260571286,89.901459399,2020
61,36123,New York,Yates,27,32,52,3,7491.4017741,14.674492078,29.5,8.8,214.0,78.504672897,50.88602497,78.210234138,14.3,9.9,0.5000106347,51089,56.985605419,0.8856326235,0.3300994324,0.825248581,0.0201280142,2.3106960267,94.73048589,2020
0,36001,New York,Albany,16,7,17,15,6039.4312448,13.497058286,27.8,8.4,3009.0,84.922067132,77.142857143,79.946936949,9.7,10.2,4.779734781,69408,40.623764334,12.775853829,0.3044130066,6.8361996164,0.0661198143,6.2525776908,71.568152508,2021
1,36003,New York,Allegany,45,54,53,33,7433.3756409,17.505069165,36.6,8.0,502.0,88.680278884,62.459755312,77.910085673,11.3,12.8,2.9916992658,49411,49.856733524,1.2909244755,0.3189342822,1.2518712981,0.0412227984,1.7009828383,94.283048751,2021
2,36005,New York,Bronx,62,62,39,62,6710.538724,29.319008629,28.5,7.4,14557.0,67.169677818,51.927971013,80.885557114,12.7,17.5,0.000919861,41470,85.566273509,29.240019264,2.913467498,4.5611113187,0.4213066217,56.379639926,9.0101797551,2021
3,36007,New York,Broome,47,38,47,47,7178.9235868,16.958985718,30.1,8.0,2157.0,83.521094112,66.718307473,78.621136574,10.6,12.7,3.2406715699,52179,52.311030181,5.57935408,0.2724581076,4.4223258158,0.0677208013,4.4496241233,82.700222586,2021
4,36009,New York,Cattaraugus,58,60,55,61,7626.6697741,19.624915864,38.9,8.1,1040.0,85.918269231,55.56754812,77.575538472,14.3,12.8,2.5839365013,50783,49.095040987,1.3242770997,3.6023490153,0.8473796918,0.0394130089,2.1480089862,90.426580133,2021
5,36011,New York,Cayuga,28,45,28,27,6392.0964732,17.378352529,33.8,8.6,758.0,84.240105541,57.832496355,79.796522026,11.6,10.7,1.6861754579,58055,46.353999358,3.95554743,0.4844860008,0.6816757209,0.0731299624,3.1354471375,89.87802967,2021
6,36013,New York,Chautauqua,53,49,52,52,7431.9029689,17.939538653,34.0,7.7,1520.0,84.090460526,58.075926315,77.995285757,12.6,13.0,6.7504729865,50143,52.281936447,2.1536133898,0.728903178,0.6879269994,0.0512202233,7.7728658897,87.071227631,2021
7,36015,New York,Chemung,59,41,62,43,8545.2585998,17.59972435,35.1,7.9,903.0,76.2696567,60.711145844,76.489427692,12.7,12.1,5.7984371079,58400,48.665646779,5.9492427147,0.3726514571,1.4942005368,0.0371453221,3.2352377301,86.056125383,2021
8,36017,New York,Chenango,52,40,57,38,7735.4953868,17.617715797,39.3,8.2,583.0,85.506003431,56.258965286,77.374403391,13.6,12.4,1.6152908549,51894,49.736634185,0.8896985617,0.417310992,0.5910140445,0.0169466393,2.3026246108,94.500815557,2021
9,36019,New York,Clinton,33,37,23,49,6166.1754591,17.337230637,35.7,7.6,864.0,88.278356481,53.282660817,79.426273361,11.3,11.9,9.9285943145,59069,45.228937729,3.9199850904,0.4149841585,1.4362924769,0.0434863639,2.9844070324,89.95713487,2021
10,36021,New York,Columbia,21,14,38,8,6700.3082229,15.24541892,26.5,8.4,579.0,83.618307427,60.374162753,79.889615747,9.5,10.2,5.0543034127,71563,50.520909758,4.708968904,0.3329913725,2.0282201779,0.0588621113,5.026824305,86.081633339,2021
11,36023,New York,Cortland,49,30,44,53,7085.1488063,16.850290083,34.4,8.3,516.0,89.001937984,61.974282123,78.356780507,11.6,11.1,3.4167829903,55143,51.155778894,1.7864273555,0.3635905088,1.0592463378,0.0378302264,2.8456736933,92.297345579,2021
12,36025,New York,Delaware,44,43,46,40,7171.3840446,17.569154396,31.5,8.3,501.0,88.76247505,54.734651405,79.156491784,10.6,12.3,0.7892579852,51038,48.508084681,1.7242551263,0.3761187266,1.0717117934,0.058910162,3.990030588,91.80242438,2021
13,36027,New York,Dutchess,14,11,15,18,5892.8700545,14.716894959,27.9,8.6,3398.0,85.97292525,68.231646388,80.68547552,9.7,8.7,5.6022082617,84564,35.213539533,10.568014194,0.4880734693,3.7125532768,0.0876900801,12.901997838,70.664269351,2021
14,36029,New York,Erie,46,26,40,55,6828.2869732,16.652854089,29.5,8.1,9861.0,84.530169354,73.046156497,78.679465462,11.3,11.4,5.574711041,60620,46.34076864,13.107079336,0.7439844476,3.8346493205,0.049526397,5.7656345583,74.953358107,2021
15,36031,New York,Essex,15,13,13,28,5654.8599472,16.201176056,29.6,8.6,292.0,88.535958904,55.754151292,80.175045791,10.6,10.3,2.0934384206,55091,45.622688039,2.3505490037,0.5232479328,0.7835163346,0.0623559713,3.0147756541,92.251592788,2021
16,36033,New York,Franklin,32,61,22,51,6137.4150445,19.246351378,39.0,7.5,573.0,87.177137871,51.098130841,79.176936814,13.5,12.9,9.0543657933,48943,56.537496515,5.6235256487,7.5886609892,0.4817880133,0.025988565,3.6204070209,81.718044061,2021
17,36035,New York,Fulton,51,59,42,58,6887.3729898,18.7288923,35.5,8.1,626.0,78.733226837,55.562604076,78.379635306,13.8,12.4,3.495187159,50061,48.27413079,1.916340408,0.3090871626,0.7155836128,0.0412116217,3.4861285428,92.201637225,2021
18,36037,New York,Genesee,43,28,54,20,7581.0148463,16.073207333,34.1,8.7,670.0,91.805970149,65.180467091,78.126013596,13.3,10.2,1.2225360638,62570,45.343934466,2.7653631285,1.2133379888,0.6651536313,0.0174581006,3.4724162011,90.223463687,2021
19,36039,New York,Greene,57,52,61,48,8215.9185757,17.498382015,31.3,8.1,455.0,90.016483516,48.203427308,78.432396045,11.0,10.9,6.0254200789,54746,43.112200245,5.4039162499,0.4789353225,1.3181317284,0.0445028397,6.2600661185,84.845723489,2021
20,36041,New York,Hamilton,23,33,30,14,,16.707861597,29.7,7.4,,,59.324522761,78.85186648,12.7,11.8,12.089693845,60148,44.794188862,0.9963768116,0.339673913,0.7699275362,0.0905797101,1.9701086957,94.497282609,2021
21,36043,New York,Herkimer,29,48,26,32,6297.5915277,16.750437619,33.8,7.9,735.0,85.010204082,60.961094994,79.440704908,11.1,11.9,6.5700996273,55778,52.547089041,1.2704055839,0.3359480748,0.5854629071,0.0293546861,2.3059736786,94.239958251,2021
22,36045,New York,Jefferson,30,51,43,11,6983.3917634,17.275205693,36.0,7.7,1235.0,85.839271255,63.87494935,77.965395455,10.9,12.7,6.3536784148,53829,51.165434906,5.9863066082,0.6874009869,1.7216890945,0.3204836389,7.7944898665,81.304514085,2021
23,36047,New York,Kings,13,47,8,39,5068.2762948,18.733240098,23.8,8.0,21674.0,74.654632278,68.182532702,82.947002907,9.7,14.3,0.005267366,66501,74.35786161,29.713078972,0.9144096476,12.664112664,0.1162934689,18.894426859,36.769674476,2021
24,36049,New York,Lewis,37,46,45,24,7110.1894233,17.406638138,36.4,8.0,300.0,90.166666667,56.790744467,79.052740978,14.0,11.4,6.3010446725,56599,48.338081671,0.5932461211,0.319440219,0.3993002738,0.1254943718,1.7607240645,95.938545786,2021
25,36051,New York,Livingston,19,27,24,16,6208.7808233,16.553101726,37.0,8.4,653.0,92.461715161,63.690999707,79.611246322,12.6,9.9,5.2429372297,60268,41.072338258,2.5065963061,0.4609466891,1.366945354,0.0524525543,3.8957942588,90.496550847,2021
26,36053,New York,Madison,9,19,9,19,5103.0513319,14.212150742,31.4,8.8,790.0,86.098101266,63.092100818,81.497817079,10.7,9.5,1.3112847181,61713,43.161297514,1.773304577,0.7470997026,0.9768681017,0.035240552,2.3315149208,92.856035297,2021
27,36055,New York,Monroe,38,22,33,46,6582.796194,15.988888886,30.9,8.1,8408.0,83.314581351,73.649362579,79.757057912,9.1,11.3,5.7833766299,62159,49.695618385,14.628658479,0.4156274856,3.6883400515,0.072798846,9.179125605,70.120792159,2021
28,36057,New York,Montgomery,56,58,50,57,7406.3779321,20.395811266,35.2,7.4,607.0,76.427512356,58.630021142,77.823550576,12.2,13.6,7.8890155135,52092,56.15262741,2.1312041608,0.6237175189,0.9244021861,0.1483106804,15.042359968,80.197476687,2021
29,36059,New York,Nassau,2,1,2,6,4150.4924382,12.63438593,24.2,9.7,16559.0,90.772601002,75.807058116,83.074313197,8.5,5.3,0.4682879003,117767,29.119613379,11.711488632,0.5496254764,10.877617317,0.1028060525,17.482556134,58.529364946,2021
30,36061,New York,New York,6,6,1,26,3938.7978171,15.566019351,15.6,8.4,16410.0,74.564076782,84.342423554,85.270363235,6.8,12.2,0.0,93007,65.611212193,12.391984803,1.1738766849,12.846210427,0.1813709779,25.588350506,47.221475208,2021
31,36063,New York,Niagara,55,44,48,56,7249.6686039,17.620147936,32.1,8.2,2428.0,85.138385502,66.755832663,78.066950017,14.1,11.4,4.237824535,56371,48.207242739,7.0923781901,1.1525174287,1.136271329,0.0530387374,3.330450447,84.94655511,2021
32,36065,New York,Oneida,54,35,49,54,7391.8115057,18.604369507,33.4,8.1,2677.0,84.253828913,62.693983499,78.158236577,14.2,12.0,4.1940937456,56516,53.632179308,6.1853055263,0.3546580021,4.149192508,0.070406829,6.158629647,81.345251475,2021
33,36067,New York,Onondaga,35,15,29,41,6398.3490247,15.223023429,31.5,8.3,5621.0,84.103006582,71.681970134,79.65149899,11.4,11.0,3.7526292134,61597,47.717901121,10.999982629,0.9354480075,3.8538373345,0.0536340896,5.1684153841,76.462668937,2021
34,36069,New York,Ontario,10,10,20,5,6090.7004972,13.332827767,31.6,8.6,1265.0,90.632411067,75.108750209,80.000361276,10.6,8.9,5.2930531233,66754,36.796198659,2.2235987502,0.377128178,1.3982892591,0.0455468814,5.1140038442,89.49233446,2021
35,36071,New York,Orange,12,20,14,10,5739.0615915,17.193234773,28.7,8.6,4979.0,87.17292629,62.623167912,80.462621437,9.4,9.0,4.9523353575,83188,42.586282514,10.585026238,0.8546786512,2.96721567,0.1176806775,21.562321401,62.73029563,2021
36,36073,New York,Orleans,60,53,59,60,7795.9514637,20.50561742,36.9,8.0,468.0,90.817307692,54.094292804,77.642862502,15.7,11.8,5.556703653,53115,50.358890701,5.7147105472,0.7632831086,0.5972442506,0.0619547978,5.1199444885,86.250991277,2021
37,36075,New York,Oswego,50,57,51,45,7431.3395094,17.821843593,36.6,8.0,1583.0,84.037271004,58.608978145,77.92934474,10.8,12.8,3.5251625617,57640,43.132555786,0.9682046378,0.4926402787,0.6881595574,0.0341518391,2.7475154537,93.719476794,2021
38,36077,New York,Otsego,25,17,27,17,6389.1229223,15.516716662,28.7,7.9,586.0,87.209897611,66.00331675,79.647605759,9.3,10.9,9.1166193029,52414,40.068749066,2.1330240532,0.2823861631,1.4623569159,0.0672348007,3.8424688619,91.019111492,2021
39,36079,New York,Putnam,3,2,6,2,4470.7662421,13.366953794,23.4,9.2,1249.0,93.151321057,68.551680804,82.820434156,7.0,5.8,5.5641290842,105600,23.817149512,2.9180227828,0.4607404394,2.272172498,0.0691619203,16.401545972,77.077908869,2021
40,36081,New York,Queens,8,24,4,30,4307.2648942,18.585625094,24.4,8.9,19389.0,78.035948218,65.2051885,84.127336734,11.2,9.9,0.0320444138,72975,70.538811833,17.926062778,1.3100204183,26.903070202,0.2324015089,28.17098504,24.85227552,2021
41,36083,New York,Rensselaer,34,18,31,37,6458.6381025,14.889810925,29.9,8.4,1627.0,86.98340504,71.265656221,79.213566097,10.1,10.3,4.2813715275,70688,42.094736329,7.0850712603,0.3459052132,2.7880338218,0.0522953237,5.2043298008,82.604559144,2021
42,36085,New York,Richmond,17,16,11,35,5541.2703951,16.793000469,29.2,9.0,4707.0,79.34884215,69.705065617,80.980921851,11.2,9.0,0.1720707818,86624,58.45250377,9.3839455794,0.6563154346,10.94734145,0.1129912652,18.615835999,59.581050231,2021
43,36087,New York,Rockland,1,9,5,4,4362.7918663,16.244030413,23.1,8.7,3245.0,85.025269646,63.211798443,83.210665076,8.6,9.0,3.3375869996,99831,41.050829798,11.210323246,0.5537326306,6.2347101959,0.1378192634,18.3974904,62.736003978,2021
44,36089,New York,St. Lawrence,42,55,37,44,6690.7452237,19.315186562,35.8,7.6,1034.0,85.113152805,57.277975679,78.910951624,11.7,13.1,6.7875167022,51742,51.715929379,2.2359383702,1.0172637832,1.0933729348,0.0677557082,2.4076480416,91.9704845,2021
45,36091,New York,Saratoga,5,4,7,3,4783.4543202,13.035191465,27.6,9.0,2469.0,90.336168489,77.64474657,81.279930141,9.1,7.5,3.9844301672,89071,24.582233949,1.7945471868,0.2471037096,2.8708404571,0.0400238403,3.3807093791,90.117591783,2021
46,36093,New York,Schenectady,40,21,36,42,6690.221429,16.22309867,31.3,8.3,2032.0,80.933316929,66.745806452,79.090417844,11.5,10.0,5.7252231037,64960,44.728908886,11.207412797,0.7424387794,4.9826463789,0.224083864,7.4308269854,72.502720558,2021
47,36095,New York,Schoharie,22,31,21,22,6093.5595671,16.460529958,35.7,8.0,339.0,83.539823009,60.69124424,80.832733783,12.2,11.2,6.9357969837,58927,42.899850523,1.2452014581,0.2967837672,0.7613148811,0.0322591051,3.4355946966,92.938481887,2021
48,36097,New York,Schuyler,18,39,25,12,6239.1099953,16.937111251,32.0,8.2,151.0,89.801324503,57.388663968,78.758302215,12.1,11.9,3.0344098047,52215,49.087415946,0.9939911271,0.3369461448,0.6626607514,0.0393103836,2.0385241759,94.63132476,2021
49,36099,New York,Seneca,48,50,58,23,7782.061342,18.676973493,38.3,8.2,351.0,82.179487179,49.134626554,77.902720596,12.8,10.8,5.9773752186,51064,51.835686778,4.8741768579,0.4674270931,0.8496001881,0.0088193791,3.6953198495,88.617121355,2021
50,36101,New York,Steuben,36,32,34,34,6659.9765408,17.419975259,34.6,8.2,1209.0,87.286186931,62.116516193,78.761788755,13.7,11.7,2.9632965533,53167,46.857613847,1.5737216788,0.3103408507,1.6313863639,0.0314534646,1.7047777813,93.412596064,2021
51,36103,New York,Suffolk,11,8,12,13,5652.495128,14.194481821,26.1,9.2,20341.0,89.890270881,67.814375967,80.901138913,9.2,6.3,3.904545105,105241,37.254559177,7.4663365391,0.6227816451,4.2276146366,0.0960990816,20.210537579,66.626393995,2021
52,36105,New York,Sullivan,61,56,60,59,7978.4186687,19.774304328,35.8,8.2,742.0,79.055929919,54.527627177,78.267982676,11.9,11.4,4.6694307833,58851,58.656060289,8.1967865097,0.7543217733,1.9713119101,0.0782161417,16.778025241,70.749814402,2021
53,36107,New York,Tioga,20,25,16,25,5948.1139472,15.359032371,32.2,8.6,609.0,88.879310345,60.717327529,80.597569481,12.0,9.8,2.7423352026,60699,48.867619304,0.9252536149,0.2696927577,0.7924817957,0.0414911935,2.0849324731,94.70572371,2021
54,36109,New York,Tompkins,7,3,10,7,5152.7478597,13.450979461,23.0,8.3,894.0,82.533557047,82.508547009,81.00621862,6.5,10.4,5.3615965538,59176,39.318996416,3.9851242905,0.4824818947,10.397338031,0.0665492269,5.4012526913,77.027794089,2021
55,36111,New York,Ulster,24,23,19,29,6073.4024979,15.620532977,29.3,8.0,1840.0,86.471467391,64.442314884,80.199086129,9.6,10.5,8.1205790059,64090,46.178139876,6.0470904924,0.4662871045,2.112370687,0.054062273,10.608594775,78.773236922,2021
56,36113,New York,Warren,31,12,35,21,6689.0651969,15.390733065,30.1,8.4,751.0,89.683754993,67.001872529,79.120888151,9.6,10.4,3.869492751,63240,29.941927991,1.3073939697,0.3065182034,0.9586513199,0.0328412361,2.8196546979,93.27067434,2021
57,36115,New York,Washington,39,42,32,50,6536.9551957,18.201145466,35.0,8.4,691.0,79.880607815,55.108798486,78.730189143,13.5,10.5,4.2864428929,56897,42.57357974,3.042284818,0.341480949,0.578393569,0.0408470035,2.9426181295,92.023397164,2021
58,36117,New York,Wayne,41,36,41,36,6852.5736709,16.351121255,37.3,8.5,1162.0,87.768932874,64.16370285,79.026822783,13.2,10.1,3.4889268891,61989,46.747404844,2.8637202785,0.4315042594,0.7162081007,0.0478213483,4.6931648836,89.509330724,2021
59,36119,New York,Westchester,4,5,3,9,4221.0044139,13.715787146,21.6,9.2,11145.0,89.874338268,72.457824428,83.64539298,7.9,7.8,1.379185291,101741,33.250526798,13.819655899,0.9686761632,6.4640426003,0.1408776793,25.54712839,52.619725356,2021
60,36121,New York,Wyoming,26,34,18,31,6046.1198415,17.616627894,37.9,8.3,340.0,92.5,56.359324044,79.182631759,11.9,10.1,6.0666590039,58214,42.03539823,5.0728819087,0.461627236,0.5243483279,0.0351238114,3.3141824933,89.851727339,2021
61,36123,New York,Yates,27,29,56,1,7689.6217738,15.718342883,31.6,8.9,214.0,79.64953271,54.436210695,77.654727898,14.1,9.4,0.5000106347,60612,55.717970765,0.8589892827,0.3251314575,0.7947657849,0.0200698431,2.2799341709,94.79789668,2021
