,Year,Month,Month Code,District Code,District,Total SNAP Households,Total SNAP Persons,Total SNAP Benefits,Temporary Assistance SNAP Households,Temporary Assistance SNAP Persons,Temporary Assistance SNAP Benefits,Non-Temporary Assistance SNAP Households,Non-Temporary Assistance SNAP Persons,Non-Temporary Assistance SNAP Benefits,population,%Total SNAP Persons,%nyspopulation,Community District,Households Receiving SNAP Benefits,mean_population,%Individuals Receiving SNAP Benefits
1542,2021,March,3.0,35.0,Oswego,9225.0,17709,3761623.0,2532.0,3533.0,778717.0,6693.0,14176.0,2982906.0,0,inf,0.2474489661311065,,,,
1543,2021,March,3.0,36.0,Otsego,2993.0,5229,1122956.0,923.0,1048.0,240373.0,2070.0,4181.0,882583.0,0,inf,0.2474489661311065,,,,
1544,2021,March,3.0,37.0,Putnam,1538.0,2302,509722.0,481.0,519.0,121008.0,1057.0,1783.0,388714.0,0,inf,0.2474489661311065,,,,
1545,2021,March,3.0,38.0,Rensselaer,7420.0,13901,2982749.0,2503.0,3454.0,766455.0,4917.0,10447.0,2216294.0,0,inf,0.2474489661311065,,,,
1546,2021,March,3.0,39.0,Rockland,14183.0,41413,8261428.0,3220.0,3772.0,864643.0,10963.0,37641.0,7396785.0,326323,12.690800219414506,0.2474489661311065,,,,
1547,2021,March,3.0,40.0,St. Lawrence,7471.0,13465,2882268.0,2640.0,3296.0,740984.0,4831.0,10169.0,2141284.0,0,inf,0.2474489661311065,,,,
1548,2021,March,3.0,41.0,Saratoga,8001.0,13325,2881676.0,1913.0,2091.0,481628.0,6088.0,11234.0,2400048.0,0,inf,0.2474489661311065,,,,
1549,2021,March,3.0,42.0,Schenectady,11199.0,20982,4456774.0,3900.0,5114.0,1135881.0,7299.0,15868.0,3320893.0,0,inf,0.2474489661311065,,,,
1550,2021,March,3.0,43.0,Schoharie,1974.0,3515,752109.0,446.0,504.0,115945.0,1528.0,3011.0,636164.0,0,inf,0.2474489661311065,,,,
1551,2021,March,3.0,44.0,Schuyler,1170.0,2059,445761.0,281.0,319.0,72911.0,889.0,1740.0,372850.0,0,inf,0.2474489661311065,,,,
1552,2021,March,3.0,45.0,Seneca,1866.0,3249,696844.0,571.0,683.0,156252.0,1295.0,2566.0,540592.0,0,inf,0.2474489661311065,,,,
1553,2021,March,3.0,46.0,Steuben,5527.0,10028,2139302.0,1902.0,2334.0,530332.0,3625.0,7694.0,1608970.0,0,inf,0.2474489661311065,,,,
1554,2021,March,3.0,47.0,Suffolk,61589.0,100643,21858834.0,16727.0,20535.0,4650024.0,44862.0,80108.0,17208810.0,1468140,6.855136431130545,0.2474489661311065,,,,
1555,2021,March,3.0,48.0,Sullivan,6186.0,12470,2642379.0,1812.0,2195.0,499078.0,4374.0,10275.0,2143301.0,0,inf,0.2474489661311065,,,,
1556,2021,March,3.0,49.0,Tioga,2619.0,4909,1039042.0,698.0,865.0,194968.0,1921.0,4044.0,844074.0,0,inf,0.2474489661311065,,,,
1557,2021,March,3.0,50.0,Tompkins,4317.0,7356,1592216.0,1309.0,1576.0,357121.0,3008.0,5780.0,1235095.0,0,inf,0.2474489661311065,,,,
1558,2021,March,3.0,51.0,Ulster,9971.0,16417,3577572.0,2958.0,3501.0,795696.0,7013.0,12916.0,2781876.0,0,inf,0.2474489661311065,,,,
1559,2021,March,3.0,52.0,Warren,3831.0,6460,1389893.0,1031.0,1140.0,263331.0,2800.0,5320.0,1126562.0,0,inf,0.2474489661311065,,,,
1560,2021,March,3.0,53.0,Washington,3486.0,6241,1331164.0,1050.0,1286.0,290730.0,2436.0,4955.0,1040434.0,0,inf,0.2474489661311065,,,,
1561,2021,March,3.0,54.0,Wayne,4757.0,8178,1776927.0,1496.0,1767.0,408718.0,3261.0,6411.0,1368209.0,0,inf,0.2474489661311065,,,,
1562,2021,March,3.0,55.0,Westchester,43115.0,74238,16154672.0,12650.0,16211.0,3653910.0,30465.0,58027.0,12500762.0,966092,7.684361323766267,0.2474489661311065,,,,
1563,2021,March,3.0,56.0,Wyoming,1503.0,2523,544676.0,461.0,546.0,125343.0,1042.0,1977.0,419333.0,0,inf,0.2474489661311065,,,,
1564,2021,March,3.0,57.0,Yates,1194.0,2085,446768.0,391.0,483.0,109244.0,803.0,1602.0,337524.0,0,inf,0.2474489661311065,,,,
1565,2021,March,3.0,66.0,New York City,989805.0,1688057,365511314.0,432591.0,649379.0,142797156.0,557214.0,1038678.0,222714158.0,8230290,20.510297936038704,0.2474489661311065,,,,
1566,2020-09-01,,,,New York,,2276,,,,,,,,1628360,1.2187722616620404,,M01,1799.0,19846.0,0.1397725318725589
1567,2020-09-01,,,,New York,,2994,,,,,,,,1628360,1.2187722616620404,,M02,2438.0,19846.0,0.1838659755827949
1568,2020-09-01,,,,New York,,37879,,,,,,,,1628360,1.2187722616620404,,M03,26041.0,19846.0,2.32620550738166
1569,2020-09-01,,,,New York,,13035,,,,,,,,1628360,1.2187722616620404,,M04,9802.0,19846.0,0.8004986612297035
1570,2020-09-01,,,,New York,,6159,,,,,,,,1628360,1.2187722616620404,,M05,4317.0,19846.0,0.378233314500479
1571,2020-09-01,,,,New York,,5550,,,,,,,,1628360,1.2187722616620404,,M06,4773.0,19846.0,0.3408337222727161
1572,2020-09-01,,,,New York,,17310,,,,,,,,1628360,1.2187722616620404,,M07,12817.0,19846.0,1.0630327446019308
1573,2020-09-01,,,,New York,,6009,,,,,,,,1628360,1.2187722616620404,,M08,4680.0,19846.0,0.3690215922768921
1574,2020-09-01,,,,New York,,23273,,,,,,,,1628360,1.2187722616620404,,M09,15315.0,19846.0,1.4292294087302562
1575,2020-09-01,,,,New York,,32474,,,,,,,,1628360,1.2187722616620404,,M10,20991.0,19846.0,1.9942764499250785
1576,2020-09-01,,,,New York,,43970,,,,,,,,1628360,1.2187722616620404,,M11,27654.0,19846.0,2.70026284114078
1577,2020-09-01,,,,New York,,47223,,,,,,,,1628360,1.2187722616620404,,M12,32431.0,19846.0,2.900034390429634
1578,2020-09-01,,,,Bronx,,47212,,,,,,,,1404330,2.8621359176974077,,B01,25740.0,40193.833333,3.361887875356932
1579,2020-09-01,,,,Bronx,,23150,,,,,,,,1404330,2.8621359176974077,,B02,12855.0,40193.833333,1.6484729372725784
1580,2020-09-01,,,,Bronx,,45086,,,,,,,,1404330,2.8621359176974077,,B03,24750.0,40193.833333,3.210498956797904
1581,2020-09-01,,,,Bronx,,58248,,,,,,,,1404330,2.8621359176974077,,B04,32582.0,40193.833333,4.147743051846788
1582,2020-09-01,,,,Bronx,,56964,,,,,,,,1404330,2.8621359176974077,,B05,31471.0,40193.833333,4.056311550703894
1583,2020-09-01,,,,Bronx,,40944,,,,,,,,1404330,2.8621359176974077,,B06,22427.0,40193.833333,2.915554036444425
1584,2020-09-01,,,,Bronx,,48615,,,,,,,,1404330,2.8621359176974077,,B07,27942.0,40193.833333,3.461793168272415
1585,2020-09-01,,,,Bronx,,18344,,,,,,,,1404330,2.8621359176974077,,B08,10971.0,40193.833333,1.3062456829947378
1586,2020-09-01,,,,Bronx,,56722,,,,,,,,1404330,2.8621359176974077,,B09,31336.0,40193.833333,4.039079133821823
1587,2020-09-01,,,,Bronx,,20119,,,,,,,,1404330,2.8621359176974077,,B10,12173.0,40193.833333,1.4326404762413392
1588,2020-09-01,,,,Bronx,,26117,,,,,,,,1404330,2.8621359176974077,,B11,15220.0,40193.833333,1.8597480649135176
1589,2020-09-01,,,,Bronx,,40805,,,,,,,,1404330,2.8621359176974077,,B12,22463.0,40193.833333,2.9056560779873672
1590,2020-09-01,,,,Kings,,53243,,,,,,,,2541730,1.3118864360494622,,K01,21872.0,33344.611111,2.0947543602192207
1591,2020-09-01,,,,Kings,,14517,,,,,,,,2541730,1.3118864360494622,,K02,9883.0,33344.611111,0.5711464238923882
1592,2020-09-01,,,,Kings,,46697,,,,,,,,2541730,1.3118864360494622,,K03,25904.0,33344.611111,1.837213236653775
1593,2020-09-01,,,,Kings,,25812,,,,,,,,2541730,1.3118864360494622,,K04,16297.0,33344.611111,1.0155287933808863
1594,2020-09-01,,,,Kings,,67886,,,,,,,,2541730,1.3118864360494622,,K05,39365.0,33344.611111,2.670858037635784
1595,2020-09-01,,,,Kings,,11464,,,,,,,,2541730,1.3118864360494622,,K06,7584.0,33344.611111,0.4510313841360018
1596,2020-09-01,,,,Kings,,21759,,,,,,,,2541730,1.3118864360494622,,K07,13160.0,33344.611111,0.8560704716866072
1597,2020-09-01,,,,Kings,,21157,,,,,,,,2541730,1.3118864360494622,,K08,14040.0,33344.611111,0.8323858159599958
1598,2020-09-01,,,,Kings,,22023,,,,,,,,2541730,1.3118864360494622,,K09,13644.0,33344.611111,0.8664570981182108
1599,2020-09-01,,,,Kings,,18480,,,,,,,,2541730,1.3118864360494622,,K10,10988.0,33344.611111,0.7270638502122571
1600,2020-09-01,,,,Kings,,36796,,,,,,,,2541730,1.3118864360494622,,K11,21874.0,33344.611111,1.4476754021866995
1601,2020-09-01,,,,Kings,,62525,,,,,,,,2541730,1.3118864360494622,,K12,20597.0,33344.611111,2.459938703166741
1602,2020-09-01,,,,Kings,,32606,,,,,,,,2541730,1.3118864360494622,,K13,21761.0,33344.611111,1.2828270508669293
1603,2020-09-01,,,,Kings,,32143,,,,,,,,2541730,1.3118864360494622,,K14,19171.0,33344.611111,1.264611111329685
1604,2020-09-01,,,,Kings,,28671,,,,,,,,2541730,1.3118864360494622,,K15,17944.0,33344.611111,1.1280112364413215
1605,2020-09-01,,,,Kings,,40015,,,,,,,,2541730,1.3118864360494622,,K16,22838.0,33344.611111,1.574321426744776
1606,2020-09-01,,,,Kings,,32954,,,,,,,,2541730,1.3118864360494622,,K17,21224.0,33344.611111,1.296518512981316
1607,2020-09-01,,,,Kings,,31455,,,,,,,,2541730,1.3118864360494622,,K18,19046.0,33344.611111,1.2375429333564147
1608,2020-09-01,,,,Queens,,24865,,,,,,,,2233110,1.017319215936519,,Q01,14936.0,22717.857143,1.113469555910815
1609,2020-09-01,,,,Queens,,11731,,,,,,,,2233110,1.017319215936519,,Q02,7355.0,22717.857143,0.5253211888353014
1610,2020-09-01,,,,Queens,,25576,,,,,,,,2233110,1.017319215936519,,Q03,14672.0,22717.857143,1.145308560706817
1611,2020-09-01,,,,Queens,,27250,,,,,,,,2233110,1.017319215936519,,Q04,15787.0,22717.857143,1.2202712808594292
1612,2020-09-01,,,,Queens,,20237,,,,,,,,2233110,1.017319215936519,,Q05,11840.0,22717.857143,0.9062249508532942
1613,2020-09-01,,,,Queens,,10780,,,,,,,,2233110,1.017319215936519,,Q06,7395.0,22717.857143,0.4827348406482439
1614,2020-09-01,,,,Queens,,28354,,,,,,,,2233110,1.017319215936519,,Q07,18494.0,22717.857143,1.2697090604582846
1615,2020-09-01,,,,Queens,,19237,,,,,,,,2233110,1.017319215936519,,Q08,11464.0,22717.857143,0.8614443533905629
1616,2020-09-01,,,,Queens,,23776,,,,,,,,2233110,1.017319215936519,,Q09,13674.0,22717.857143,1.0647034852739006
1617,2020-09-01,,,,Queens,,17636,,,,,,,,2233110,1.017319215936519,,Q10,10528.0,22717.857143,0.78975061685273
1618,2020-09-01,,,,Queens,,7626,,,,,,,,2233110,1.017319215936519,,Q11,5033.0,22717.857143,0.3414968362507892
1619,2020-09-01,,,,Queens,,47792,,,,,,,,2233110,1.017319215936519,,Q12,28803.0,22717.857143,2.1401543139388566
1620,2020-09-01,,,,Queens,,22301,,,,,,,,2233110,1.017319215936519,,Q13,14059.0,22717.857143,0.9986521040163718
1621,2020-09-01,,,,Queens,,30889,,,,,,,,2233110,1.017319215936519,,Q14,16829.0,22717.857143,1.3832278750263085
1622,2020-09-01,,,,Richmond,,39400,,,,,,,,476026,4.664030956292304,,S01,20918.0,22202.0,8.27685882703886
1623,2020-09-01,,,,Richmond,,15810,,,,,,,,476026,4.664030956292304,,S02,9214.0,22202.0,3.3212471587686387
1624,2020-09-01,,,,Richmond,,11396,,,,,,,,476026,4.664030956292304,,S03,7091.0,22202.0,2.393986883069412
1625,2019-03-01,,,,Bronx,,43127,,,,,,,,1418210,2.577732963877,,B01,23086.0,36557.666667,3.0409459812016557
1626,2019-03-01,,,,Bronx,,21203,,,,,,,,1418210,2.577732963877,,B02,11531.0,36557.666667,1.495053623934396
1627,2019-03-01,,,,Bronx,,40628,,,,,,,,1418210,2.577732963877,,B03,21829.0,36557.666667,2.864737944310081
1628,2019-03-01,,,,Bronx,,55067,,,,,,,,1418210,2.577732963877,,B04,30205.0,36557.666667,3.882852327934509
1629,2019-03-01,,,,Bronx,,53602,,,,,,,,1418210,2.577732963877,,B05,29021.0,36557.666667,3.779553098624322
1630,2019-03-01,,,,Bronx,,37803,,,,,,,,1418210,2.577732963877,,B06,20308.0,36557.666667,2.665543184718765
1631,2019-03-01,,,,Bronx,,44357,,,,,,,,1418210,2.577732963877,,B07,25149.0,36557.666667,3.127675026970618
1632,2019-03-01,,,,Bronx,,15705,,,,,,,,1418210,2.577732963877,,B08,9398.0,36557.666667,1.1073818404890672
1633,2019-03-01,,,,Bronx,,50759,,,,,,,,1418210,2.577732963877,,B09,27846.0,36557.666667,3.579089133485168
1634,2019-03-01,,,,Bronx,,17192,,,,,,,,1418210,2.577732963877,,B10,10490.0,36557.666667,1.21223232102439
1635,2019-03-01,,,,Bronx,,23107,,,,,,,,1418210,2.577732963877,,B11,13461.0,36557.666667,1.629307366327977
1636,2019-03-01,,,,Bronx,,36142,,,,,,,,1418210,2.577732963877,,B12,19757.0,36557.666667,2.548423717221004
1637,2019-03-01,,,,Kings,,50622,,,,,,,,2559900,1.203065657955389,,K01,19950.0,30797.277778,1.977499121059416
1638,2019-03-01,,,,Kings,,13107,,,,,,,,2559900,1.203065657955389,,K02,8806.0,30797.277778,0.5120121879760928
1639,2019-03-01,,,,Kings,,42916,,,,,,,,2559900,1.203065657955389,,K03,22991.0,30797.277778,1.6764717371772333
1640,2019-03-01,,,,Kings,,23579,,,,,,,,2559900,1.203065657955389,,K04,14304.0,30797.277778,0.9210906676042032
1641,2019-03-01,,,,Kings,,61594,,,,,,,,2559900,1.203065657955389,,K05,34850.0,30797.277778,2.4061096136567834
1642,2019-03-01,,,,Kings,,9712,,,,,,,,2559900,1.203065657955389,,K06,6488.0,30797.277778,0.3793898199148404
1643,2019-03-01,,,,Kings,,20782,,,,,,,,2559900,1.203065657955389,,K07,12182.0,30797.277778,0.8118285870541818
1644,2019-03-01,,,,Kings,,19772,,,,,,,,2559900,1.203065657955389,,K08,12636.0,30797.277778,0.7723739208562835
1645,2019-03-01,,,,Kings,,19898,,,,,,,,2559900,1.203065657955389,,K09,12076.0,30797.277778,0.777295988124536
1646,2019-03-01,,,,Kings,,16441,,,,,,,,2559900,1.203065657955389,,K10,9635.0,30797.277778,0.6422516504550959
1647,2019-03-01,,,,Kings,,34870,,,,,,,,2559900,1.203065657955389,,K11,20563.0,30797.277778,1.3621625844759562
1648,2019-03-01,,,,Kings,,59370,,,,,,,,2559900,1.203065657955389,,K12,19344.0,30797.277778,2.31923121996953
1649,2019-03-01,,,,Kings,,31388,,,,,,,,2559900,1.203065657955389,,K13,20782.0,30797.277778,1.226141646158053
1650,2019-03-01,,,,Kings,,29935,,,,,,,,2559900,1.203065657955389,,K14,17531.0,30797.277778,1.169381616469393
1651,2019-03-01,,,,Kings,,27338,,,,,,,,2559900,1.203065657955389,,K15,16964.0,30797.277778,1.0679323411070745
1652,2019-03-01,,,,Kings,,36292,,,,,,,,2559900,1.203065657955389,,K16,20171.0,30797.277778,1.417711629360522
1653,2019-03-01,,,,Kings,,29409,,,,,,,,2559900,1.203065657955389,,K17,18576.0,30797.277778,1.1488339388257354
1654,2019-03-01,,,,Kings,,27326,,,,,,,,2559900,1.203065657955389,,K18,16368.0,30797.277778,1.0674635727958122
1655,2019-03-01,,,,New York,,2178,,,,,,,,1628710,1.1426834734237523,,M01,1749.0,18611.0,0.1337254637105439
1656,2019-03-01,,,,New York,,2853,,,,,,,,1628710,1.1426834734237523,,M02,2306.0,18611.0,0.1751693057695968
1657,2019-03-01,,,,New York,,35791,,,,,,,,1628710,1.1426834734237523,,M03,24382.0,18611.0,2.197506001682313
1658,2019-03-01,,,,New York,,11565,,,,,,,,1628710,1.1426834734237523,,M04,8657.0,18611.0,0.7100711606117726
1659,2019-03-01,,,,New York,,5561,,,,,,,,1628710,1.1426834734237523,,M05,3803.0,18611.0,0.3414358602820637
1660,2019-03-01,,,,New York,,5011,,,,,,,,1628710,1.1426834734237523,,M06,4359.0,18611.0,0.3076668037895021
1661,2019-03-01,,,,New York,,16007,,,,,,,,1628710,1.1426834734237523,,M07,12027.0,18611.0,0.9828023405026064
1662,2019-03-01,,,,New York,,5384,,,,,,,,1628710,1.1426834734237523,,M08,4306.0,18611.0,0.330568363919912
1663,2019-03-01,,,,New York,,21433,,,,,,,,1628710,1.1426834734237523,,M09,14030.0,18611.0,1.3159494323728596
1664,2019-03-01,,,,New York,,32129,,,,,,,,1628710,1.1426834734237523,,M10,20429.0,18611.0,1.9726654837263848
1665,2019-03-01,,,,New York,,41032,,,,,,,,1628710,1.1426834734237523,,M11,25777.0,18611.0,2.519294410914159
1666,2019-03-01,,,,New York,,44388,,,,,,,,1628710,1.1426834734237523,,M12,30298.0,18611.0,2.7253470538033167
1667,2019-03-01,,,,Queens,,21767,,,,,,,,2253860,0.8933214257318556,,Q01,12980.0,20134.214286,0.9657653980282714
1668,2019-03-01,,,,Queens,,10552,,,,,,,,2253860,0.8933214257318556,,Q02,6600.0,20134.214286,0.4681745982447889
1669,2019-03-01,,,,Queens,,23341,,,,,,,,2253860,0.8933214257318556,,Q03,13405.0,20134.214286,1.0356011464775985
1670,2019-03-01,,,,Queens,,24662,,,,,,,,2253860,0.8933214257318556,,Q04,14335.0,20134.214286,1.0942117079144225
1671,2019-03-01,,,,Queens,,17263,,,,,,,,2253860,0.8933214257318556,,Q05,10144.0,20134.214286,0.7659304482088506
1672,2019-03-01,,,,Queens,,9883,,,,,,,,2253860,0.8933214257318556,,Q06,6869.0,20134.214286,0.4384921867374193
1673,2019-03-01,,,,Queens,,25320,,,,,,,,2253860,0.8933214257318556,,Q07,16651.0,20134.214286,1.1234060678125526
1674,2019-03-01,,,,Queens,,17063,,,,,,,,2253860,0.8933214257318556,,Q08,10338.0,20134.214286,0.7570567825863186
1675,2019-03-01,,,,Queens,,20744,,,,,,,,2253860,0.8933214257318556,,Q09,12013.0,20134.214286,0.9203765983690204
1676,2019-03-01,,,,Queens,,15396,,,,,,,,2253860,0.8933214257318556,,Q10,9331.0,20134.214286,0.6830947796225143
1677,2019-03-01,,,,Queens,,6403,,,,,,,,2253860,0.8933214257318556,,Q11,4351.0,20134.214286,0.2840904049053623
1678,2019-03-01,,,,Queens,,42290,,,,,,,,2253860,0.8933214257318556,,Q12,25688.0,20134.214286,1.8763365958843936
1679,2019-03-01,,,,Queens,,18552,,,,,,,,2253860,0.8933214257318556,,Q13,11933.0,20134.214286,0.8231212231460694
1680,2019-03-01,,,,Queens,,28643,,,,,,,,2253860,0.8933214257318556,,Q14,15390.0,20134.214286,1.270842022130922
1681,2019-03-01,,,,Richmond,,35940,,,,,,,,476143,4.159254677691366,,S01,19122.0,19804.0,7.5481525508093155
1682,2019-03-01,,,,Richmond,,13728,,,,,,,,476143,4.159254677691366,,S02,8183.0,19804.0,2.883167451794944
1683,2019-03-01,,,,Richmond,,9744,,,,,,,,476143,4.159254677691366,,S03,6233.0,19804.0,2.046444030469838
1684,2019-06-01,,,,Bronx,,42338,,,,,,,,1418210,2.521000651031935,,B01,22839.0,35753.083333,2.985312471354736
1685,2019-06-01,,,,Bronx,,20737,,,,,,,,1418210,2.521000651031935,,B02,11386.0,35753.083333,1.4621953025292445
1686,2019-06-01,,,,Bronx,,39878,,,,,,,,1418210,2.521000651031935,,B03,21657.0,35753.083333,2.811854379816812
1687,2019-06-01,,,,Bronx,,53554,,,,,,,,1418210,2.521000651031935,,B04,29604.0,35753.083333,3.776168550496753
1688,2019-06-01,,,,Bronx,,51850,,,,,,,,1418210,2.521000651031935,,B05,28291.0,35753.083333,3.656017091968044
1689,2019-06-01,,,,Bronx,,37212,,,,,,,,1418210,2.521000651031935,,B06,20093.0,35753.083333,2.623870935898069
1690,2019-06-01,,,,Bronx,,43266,,,,,,,,1418210,2.521000651031935,,B07,24741.0,35753.083333,3.0507470684877416
1691,2019-06-01,,,,Bronx,,15289,,,,,,,,1418210,2.521000651031935,,B08,9180.0,35753.083333,1.0780490900501336
1692,2019-06-01,,,,Bronx,,49754,,,,,,,,1418210,2.521000651031935,,B09,27386.0,35753.083333,3.508225157064187
1693,2019-06-01,,,,Bronx,,16979,,,,,,,,1418210,2.521000651031935,,B10,10433.0,35753.083333,1.1972133887083012
1694,2019-06-01,,,,Bronx,,22585,,,,,,,,1418210,2.521000651031935,,B11,13222.0,35753.083333,1.592500405440661
1695,2019-06-01,,,,Bronx,,35595,,,,,,,,1418210,2.521000651031935,,B12,19530.0,35753.083333,2.509853970850579
1696,2019-06-01,,,,Kings,,49688,,,,,,,,2559900,1.1771097829212078,,K01,19692.0,30132.833333,1.941013320832845
1697,2019-06-01,,,,Kings,,12707,,,,,,,,2559900,1.1771097829212078,,K02,8585.0,30132.833333,0.4963865776006875
1698,2019-06-01,,,,Kings,,42175,,,,,,,,2559900,1.1771097829212078,,K03,22689.0,30132.833333,1.647525293956795
1699,2019-06-01,,,,Kings,,22898,,,,,,,,2559900,1.1771097829212078,,K04,13944.0,30132.833333,0.8944880659400758
1700,2019-06-01,,,,Kings,,60158,,,,,,,,2559900,1.1771097829212078,,K05,34349.0,30132.833333,2.3500136724090783
1701,2019-06-01,,,,Kings,,9682,,,,,,,,2559900,1.1771097829212078,,K06,6506.0,30132.833333,0.378217899136685
1702,2019-06-01,,,,Kings,,20210,,,,,,,,2559900,1.1771097829212078,,K07,11920.0,30132.833333,0.7894839642173521
1703,2019-06-01,,,,Kings,,19179,,,,,,,,2559900,1.1771097829212078,,K08,12354.0,30132.833333,0.749208953474745
1704,2019-06-01,,,,Kings,,19546,,,,,,,,2559900,1.1771097829212078,,K09,11936.0,30132.833333,0.7635454509941795
1705,2019-06-01,,,,Kings,,16134,,,,,,,,2559900,1.1771097829212078,,K10,9544.0,30132.833333,0.6302589944919723
1706,2019-06-01,,,,Kings,,34095,,,,,,,,2559900,1.1771097829212078,,K11,20231.0,30132.833333,1.3318879643736083
1707,2019-06-01,,,,Kings,,58535,,,,,,,,2559900,1.1771097829212078,,K12,19012.0,30132.833333,2.2866127583108717
1708,2019-06-01,,,,Kings,,30591,,,,,,,,2559900,1.1771097829212078,,K13,20465.0,30132.833333,1.195007617485058
1709,2019-06-01,,,,Kings,,29212,,,,,,,,2559900,1.1771097829212078,,K14,17163.0,30132.833333,1.1411383257158485
1710,2019-06-01,,,,Kings,,26621,,,,,,,,2559900,1.1771097829212078,,K15,16639.0,30132.833333,1.0399234345091606
1711,2019-06-01,,,,Kings,,35639,,,,,,,,2559900,1.1771097829212078,,K16,19966.0,30132.833333,1.3922028204226726
1712,2019-06-01,,,,Kings,,28529,,,,,,,,2559900,1.1771097829212078,,K17,18165.0,30132.833333,1.1144575959998435
1713,2019-06-01,,,,Kings,,26792,,,,,,,,2559900,1.1771097829212078,,K18,16163.0,30132.833333,1.0466033829446462
1714,2019-06-01,,,,New York,,2184,,,,,,,,1628710,1.1156835778008365,,M01,1770.0,18171.25,0.1340938534177355
1715,2019-06-01,,,,New York,,2775,,,,,,,,1628710,1.1156835778008365,,M02,2250.0,18171.25,0.1703802395761062
1716,2019-06-01,,,,New York,,35305,,,,,,,,1628710,1.1156835778008365,,M03,24217.0,18171.25,2.167666435399795
1717,2019-06-01,,,,New York,,11315,,,,,,,,1628710,1.1156835778008365,,M04,8488.0,18171.25,0.6947215894787899
1718,2019-06-01,,,,New York,,5308,,,,,,,,1628710,1.1156835778008365,,M05,3716.0,18171.25,0.3259020942954854
1719,2019-06-01,,,,New York,,5011,,,,,,,,1628710,1.1156835778008365,,M06,4322.0,18171.25,0.3076668037895021
1720,2019-06-01,,,,New York,,15625,,,,,,,,1628710,1.1156835778008365,,M07,11779.0,18171.25,0.9593481958114092
1721,2019-06-01,,,,New York,,5254,,,,,,,,1628710,1.1156835778008365,,M08,4192.0,18171.25,0.3225865869307611
1722,2019-06-01,,,,New York,,20840,,,,,,,,1628710,1.1156835778008365,,M09,13742.0,18171.25,1.279540249645425
1723,2019-06-01,,,,New York,,30804,,,,,,,,1628710,1.1156835778008365,,M10,19758.0,18171.25,1.8913127567215773
1724,2019-06-01,,,,New York,,40234,,,,,,,,1628710,1.1156835778008365,,M11,25354.0,18171.25,2.470298579857679
1725,2019-06-01,,,,New York,,43400,,,,,,,,1628710,1.1156835778008365,,M12,29730.0,18171.25,2.6646855486857697
1726,2019-06-01,,,,Queens,,21293,,,,,,,,2253860,0.8738468988313384,,Q01,12769.0,19695.285714,0.9447348105028706
1727,2019-06-01,,,,Queens,,10293,,,,,,,,2253860,0.8738468988313384,,Q02,6477.0,19695.285714,0.4566832012636099
1728,2019-06-01,,,,Queens,,22617,,,,,,,,2253860,0.8738468988313384,,Q03,13043.0,19695.285714,1.0034784769240326
1729,2019-06-01,,,,Queens,,24024,,,,,,,,2253860,0.8738468988313384,,Q04,14010.0,19695.285714,1.0659047145785452
1730,2019-06-01,,,,Queens,,16965,,,,,,,,2253860,0.8738468988313384,,Q05,9963.0,19695.285714,0.7527086864312779
1731,2019-06-01,,,,Queens,,9651,,,,,,,,2253860,0.8738468988313384,,Q06,6761.0,19695.285714,0.4281987346152822
1732,2019-06-01,,,,Queens,,25006,,,,,,,,2253860,0.8738468988313384,,Q07,16503.0,19695.285714,1.1094744127851774
1733,2019-06-01,,,,Queens,,16797,,,,,,,,2253860,0.8738468988313384,,Q08,10221.0,19695.285714,0.745254807308351
1734,2019-06-01,,,,Queens,,20207,,,,,,,,2253860,0.8738468988313384,,Q09,11751.0,19695.285714,0.8965508061725217
1735,2019-06-01,,,,Queens,,15042,,,,,,,,2253860,0.8738468988313384,,Q10,9126.0,19695.285714,0.6673883914706326
1736,2019-06-01,,,,Queens,,6333,,,,,,,,2253860,0.8738468988313384,,Q11,4316.0,19695.285714,0.2809846219374761
1737,2019-06-01,,,,Queens,,41373,,,,,,,,2253860,0.8738468988313384,,Q12,25288.0,19695.285714,1.8356508390050847
1738,2019-06-01,,,,Queens,,18224,,,,,,,,2253860,0.8738468988313384,,Q13,11806.0,19695.285714,0.8085684115251169
1739,2019-06-01,,,,Queens,,27909,,,,,,,,2253860,0.8738468988313384,,Q14,15139.0,19695.285714,1.2382756692962296
1740,2019-06-01,,,,Richmond,,35062,,,,,,,,476143,4.080356811504107,,S01,18683.0,19428.333333,7.363754166290379
1741,2019-06-01,,,,Richmond,,13599,,,,,,,,476143,4.080356811504107,,S02,8129.0,19428.333333,2.85607475065264
1742,2019-06-01,,,,Richmond,,9624,,,,,,,,476143,4.080356811504107,,S03,6142.0,19428.333333,2.0212415177793224
1743,2019-09-01,,,,Bronx,,41969,,,,,,,,1418210,2.4840702951608016,,B01,22681.0,35229.333333,2.9592937576240472
1744,2019-09-01,,,,Bronx,,20542,,,,,,,,1418210,2.4840702951608016,,B02,11318.0,35229.333333,1.4484455757609946
1745,2019-09-01,,,,Bronx,,39456,,,,,,,,1418210,2.4840702951608016,,B03,21518.0,35229.333333,2.782098560861932
1746,2019-09-01,,,,Bronx,,52131,,,,,,,,1418210,2.4840702951608016,,B04,29095.0,35229.333333,3.675830800798189
1747,2019-09-01,,,,Bronx,,50652,,,,,,,,1418210,2.4840702951608016,,B05,27772.0,35229.333333,3.5715444116174617
1748,2019-09-01,,,,Bronx,,36831,,,,,,,,1418210,2.4840702951608016,,B06,20036.0,35229.333333,2.597006085135488
